Category,project,snapshot_id,FileId,total_debt,total_effort,bug_inducing,bug_fixing,inducing_loc,fixing_loc,total_loc,sonar_loc,is_inducing,is_debt,ERROR,CODE_SMELL,is_erroneous,is_smelly,MAJOR,CRITICAL,MINOR,BLOCKER,wcag2_a,pitfall,based_on_misra,es2015,clumsy,html5,user_experience,bad_practice,unused,cwe,python3,suspicious,finding,psr2,duplicate,obsolete,error_handling,lock_in,accessibility,brain_overload,convention,unpredictable,design,api_design,redundant,confusing
Assembly,lanl/qmasm,13,1,31,304,31,16,2666,254,14431,6557,1,1,3,28,1,1,6,3,1,0,0,0,0,0,0,0,0,0,2,0,15,3,0,0,0,0,1,0,0,4,3,0,0,0,0,0
Assembly,lanl/qmasm,13,3,13,65,9,3,91,11,168,302,1,1,0,13,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
Assembly,lanl/qmasm,13,5,0,0,4,2,56,9,428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,6,0,0,8,2,64,12,272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,10,46,628,11,4,259,52,1231,8722,1,1,4,42,1,1,17,0,0,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
Assembly,lanl/qmasm,13,28,347,4789,10,4,777,52,8171,260737,1,1,75,272,1,1,0,27,0,0,0,0,0,0,0,0,0,0,36,25,0,0,0,0,0,0,0,0,0,169,0,0,51,0,0,0
Assembly,lanl/qmasm,13,32,0,0,5,1,332,159,340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,416,79,1407,1,6,193,27,1220,18535,1,1,0,79,0,1,14,0,3,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
Assembly,lanl/qmasm,13,37,191,3445,21,20,1059,450,5289,103900,1,1,0,191,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,83,66,0,0,0,0,0
Assembly,lanl/qmasm,13,167,0,0,2,0,61,0,291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,169,60,330,2,3,122,9,1082,6856,1,1,0,60,0,1,2,0,8,0,0,0,0,0,0,0,0,0,10,0,16,4,0,0,0,0,0,0,0,10,20,0,0,0,0,0
Assembly,lanl/qmasm,13,42,143,1088,24,11,874,176,3557,57811,1,1,3,140,1,1,21,1,1,2,0,0,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,42,69,0,0,0,0,0
Assembly,lanl/qmasm,13,683,0,0,9,8,619,237,831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,174,0,0,1,0,299,0,598,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,175,0,0,1,0,72,0,454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,303,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,304,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,179,64,941,1,1,517,12,620,26248,1,1,0,64,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0
Assembly,lanl/qmasm,13,184,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,58,0,0,1,0,0,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,59,0,0,1,0,0,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,60,0,0,1,0,4,0,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,189,11,78,7,6,141,75,760,847,1,1,3,8,1,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Assembly,lanl/qmasm,13,67,132,1376,17,17,565,343,2534,38403,1,1,4,128,1,1,0,25,0,2,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,17,0,0,44,0,0,0,0,0,0
Assembly,lanl/qmasm,13,581,0,0,2,0,18,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,582,0,0,10,0,25,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,583,0,0,27,5,287,16,307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,710,0,0,0,1,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,584,12,116,29,10,285,117,396,804,1,1,4,8,1,1,2,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Assembly,lanl/qmasm,13,458,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,75,0,0,1,0,8,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,586,0,0,2,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,591,16,156,2,1,428,31,490,5152,1,1,0,16,0,1,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Assembly,lanl/qmasm,13,593,76,1044,3,2,1231,140,1522,61788,1,1,12,64,1,1,0,4,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,32,0,0,8,0,0,0
Assembly,lanl/qmasm,13,82,0,0,1,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,83,0,0,2,0,16,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,210,40,248,4,4,118,23,397,2399,1,1,0,40,0,1,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
Assembly,lanl/qmasm,13,215,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,602,12,88,13,9,350,193,712,2514,1,1,4,8,1,1,0,2,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Assembly,lanl/qmasm,13,603,12,152,2,3,22,184,197,1368,1,1,4,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Assembly,lanl/qmasm,13,95,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,735,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,613,18,126,16,14,790,348,1480,3966,1,1,0,18,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,4,0,0,0,0,0
Assembly,lanl/qmasm,13,377,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,508,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,630,2,20,9,3,358,57,550,180,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,380,88,848,2,4,326,66,2209,28438,1,1,0,88,0,1,0,20,1,0,0,0,0,0,21,0,0,0,1,21,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
Assembly,lanl/qmasm,13,121,0,0,7,2,11,5,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,lanl/qmasm,13,252,20,120,4,3,125,37,565,2012,1,1,0,20,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
Assembly,XanaduAI/blackbird,5,128,0,0,3,0,306,0,3574,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,129,0,0,2,0,28,0,418,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,2,0,0,16,2,316,20,585,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,3,0,0,9,0,204,0,572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,130,0,0,1,0,52,0,272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,5,10,50,12,2,711,26,1551,1548,1,1,0,10,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,7,0,0,5,0,169,0,281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,8,0,0,4,0,254,0,322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,9,0,0,4,0,208,0,354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,10,10,75,10,2,2911,529,5850,2802,1,1,0,10,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,11,0,0,4,0,254,0,322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,12,413,1568,13,3,9275,1511,16808,838703,1,1,0,413,0,1,0,0,5,0,0,0,0,0,0,0,0,0,166,5,0,0,0,0,0,0,0,0,0,15,181,0,0,0,0,46
Assembly,XanaduAI/blackbird,5,520,0,0,1,0,34,0,157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,15,0,0,3,0,35,0,252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,16,0,0,3,0,1268,0,1940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,17,0,0,3,0,26,0,88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,18,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,19,0,0,3,0,35,0,238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,20,0,0,4,0,2902,0,5733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,21,0,0,4,0,255,0,889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,22,0,0,12,3,126,13,422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,23,0,0,8,2,577,184,1247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,24,0,0,8,2,131,11,506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,25,0,0,8,2,577,184,1247,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,404,42,254,11,5,1434,389,2043,22220,1,1,0,42,0,1,0,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0
Assembly,XanaduAI/blackbird,5,164,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,165,0,0,1,0,0,0,961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,172,0,0,1,0,0,0,5759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,177,0,0,1,0,31,0,148,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,569,4,20,1,0,388,0,463,1252,1,1,0,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,570,24,260,1,0,242,0,259,2586,1,1,0,24,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,188,11,232,9,1,409,5,634,2020,1,1,0,11,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,189,19,141,5,2,367,2,370,2225,1,1,0,19,0,1,4,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,71,0,0,6,0,576,0,1813,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,330,0,0,1,0,12,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,332,0,0,1,0,20,0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,398,8,68,5,2,712,17,897,3574,1,1,0,8,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
Assembly,XanaduAI/blackbird,5,467,0,0,2,0,83,0,124,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,88,0,0,3,0,29,0,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,89,0,0,4,0,47,0,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,91,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,92,0,0,1,0,8,0,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,95,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,96,0,0,1,0,6,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,352,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,607,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,100,28,267,12,6,990,185,2314,7647,1,1,0,28,0,1,4,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,102,0,0,2,1,37,2,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,104,0,0,2,0,33,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,107,0,0,1,0,201,0,201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,108,0,0,1,0,7,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,110,5,25,2,3,72,13,99,231,1,1,0,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,112,0,0,8,1,162,0,261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,113,0,0,0,1,0,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,496,0,0,0,1,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assembly,XanaduAI/blackbird,5,501,12,242,4,2,395,8,639,2232,1,1,0,12,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0
